label,text
1,無框車門，自動尾翼堪稱裝逼利器啊！
1,無框車門，裝逼小尾翼
1,油耗，外觀，動力，操控，都很滿意吧！
1,"空間大，m套撥片看著舒服，亮騷的埃斯托藍色,無框車門加自動尾翼m套件,見了都說好看;m方向盤的手感和觀感異常性感，轉向精准用了就放不下；"
1,車的內部空間很適合我這種身材高大的人士
1,回頭率爆表，哈哈哈。外觀、空間、動力都無可挑剔，無框車門、自動尾翼、掀背外觀、6秒加速、埃藍、m套件、全景天窗等等等等，實在是找不出什麼缺點。
1,基於最新mqb平台打造，尾箱很大，外型犀利。主要是1.8ｔea888發動機這個價位覺得很值
1,外形犀利，很漂亮出！空間比較大！
1,外觀帥氣，理想的油耗，實用的配置
1,必須是犀利的外觀和超大空間，再就是大眾新的mqb平台、第三代ea888發動機和新的變速箱。
1,最滿意的當然是新速派的外觀，白色外觀大氣，線條動感，好多人都說好看，油耗較合理，空間也不不得不說非常大，後排穩坐3個成人一點也不擁擠，動力也很好，超車的時候很有信心，一個人開的時候推背感滿滿的，贊。
1,用料比較厚道。該軟的軟，在就是這車夠大。
1,相對vw而言超高的性價比。相當可以的空間和動力，尤其是那大掀背。帥氣而不激進的外表。全新的平台都令我相當滿意。
1,空間巨大，動力滿意，外觀時尚年輕，造型犀利，配置很高，駕駛質感好。性價比超高
1,騷氣大燈，尤其日行燈，點亮以後絕對焦點，感覺奧迪也弱爆了，一溜光下來沒有小燈珠，並且亮度也高
1,同級別最大的空間，年輕的外形，腰線凌厲，全新動力總成。
1,大！穩重！
1,動力十足，空間大。操控也沒問題。很輕鬆就上手了！
1,動力很好，加速很快。還有就是外觀很洋氣滿意
1,發動機！第三代，ea888，毋庸置疑，進入全球年度十佳發動機之列的經典。和奧迪q5、a4是同一款發動機。這個汽車的心臟已經經過了長時間的歷時檢驗和人民實踐。
1,外形是我最滿意的一點，因為這個車外形成穩，我感覺好有安全感，很可靠
1,開上去很大氣，在年輕人來看開一個a6寶馬奔馳覺得就好牛逼好拉風，但是當你開帕薩特出去的時候會給人感覺低調大氣。
1,操控，方向盤非常精准，電子助力跟輕。動力非常強勁s擋120碼在高速上面發動機基本聽不到噪音。隔音效果非常棒，我在裡面嗓子喊啞，外面都聽不到。
1,最滿意的，是油耗，剛從車行出來，平均油耗顯示為15升，嚇我一跳，後來加油後上高速就一路降到了5.8，好爽。
1,流線型的外觀，讓人垂涎三尺，商務氣場很濃，開這車會讓人聯想到老闆什麼的，精乾的腰身，更是充滿了活力。
1,空間尤其是後排大，後備箱也大，外形穩重兼時尚，內飾雖中庸，但是非常耐看
1,空間很大，兩個大人，兩個小孩坐後面無壓力。這真是我的需求。
1,空間非常寬敞，提速快超車無壓力。
1,車內空間非常大，適合全家出遊，做工很好，配置比老款的略有提高，但是中控大屏幕跟手機一樣大有點說不過去了。
1,車的空間充足，並且噪音小，關上窗戶，外面的人說話都聽不太清楚
1,這款車的空間很大，外觀穩重，開出門很有面子
1,這車對比其他車顯得成熟一點，黑色內飾商務，米色內飾家用比較好，畢竟米色內飾不好打理，不建議選棕色內飾，比較汽配城的風格。
1,外觀大氣，主副駕電動調節，空調制冷效果非常棒！
1,1.8t御尊版，動力強勁，滿足自身需要，乘坐舒適性不錯，上街很有面子，回頭率很高，配置全，週末和朋友出去玩，朋友都說好，小小的滿足了下虛榮心
1,一直都喜歡德系，到4s店進門右邊就看見小帕，一眼就被他迷住了，外觀非常喜歡，然後就進去坐了下，進去第一感覺還不錯，後排空間非常長寬
1,中段加速能力；
1,"做工精細,渦輪介入後動力強勁,空間極大,家用很舒服."
1,動力充沛，開起來不費勁，空間寬敞，家人坐著不憋屈。
1,動力，因為我是家用選擇1.8t，起步加速游刃有餘，比我以前的xx車好多了（非激烈駕駛習慣）
1,外觀大氣、動力就是1.8t中的王者、操控很靈敏
1,外觀大氣，給人一種衝擊的視覺感受，內飾繼承了大眾的簡約又不簡單
1,對現在動力比較滿意，330tsi的新款發動機，油門踩下去感覺比較輕，車子一下子就出去了。
1,應該算是動力吧，從1.6的緊湊車型跳躍到300nm的1.8t，內心的滿足感已經不用說了。
1,開出去特別亮眼，外觀大氣，讓人看上去有種官場的氣息，畢竟帕薩特已在中國官場橫行多年。更好的是新帕小改動牽連加了鍍鉻條流線分明更顯得年輕。在同級別車里油耗算低的，發動機啓停更顯的有節油設計感。
1,很平庸的一個車，代步家用吧。實在想不出最滿意的地方，額，可能因為米其林的輪胎，車內很安靜，有的時候要搖下窗戶讓外面的聲音傳進來，聽聽周圍是否有車輛。
1,最滿意的應該給空間吧，家裡人都乘坐了都說空間大，很自豪，沒有理由不推薦空間。還有就是老婆很高興，自豪地說以後再也不用開別人的車回家了，終於開著自己的車回家了！
1,最滿意的肯定是外觀了，大氣時尚，當然配置也非常豐富，駕駛起來舒適安靜。居然還有腳踢開啓後備廂、和並線輔助功能，這倒真算是意外之喜。比之家公佈的車型配置多。
1,沒有明顯的短板就是最滿意的一點！
1,神車嘛！動力和配置
1,空間不表述
1,空間嘍，空間大坐起來舒服。外觀大氣硬朗，新款前臉真心好看，內飾做工精緻。高科技配置比較全也都是有用的。
1,空間大的不要不要的。
1,空間！前排後排空間巨大，180cm駕駛位置調好了頭部有很充裕的空間，後排完全可以翹二郎腿。
1,記得好像在論壇里看到過，大眾車的優點是沒有缺點，硬說缺點是沒有亮點。如同題目，開著有面，舒服，放心！
1,配置豐富，該有的都有了。
1,整車設計更顯年輕，輕盈的方向盤，即便是女孩子也可以輕鬆駕馭，配合前後雷達，倒車影像，很方便～空間動力完全可以滿足日常使用～
1,新款路上少，回頭率高，換了三代發動機，希望問題變少
1,空間外觀前後雷達電動記憶座椅（特別是腰部支撐）盲區監測後備箱感應、後視鏡自動折疊、倒車時自動下翻讓我更清楚地看清地面情況，對新手有大大的幫助。
1,1，外觀一如既往的美。2，空間一如即往的大。3，動力一如既往的足。4，油耗在同級車里不算太高。相比蒙迪歐，邁銳寶。君威要省得多。滿意點多的一塌糊塗。就不多少了。論壇里也有！
1,配置豐富，想要的都有，空間大，裡面真皮座椅坐起舒服，中控漂亮，開起車很安靜，噪音很小，駕駛很享受。
1,因為他叫帕薩特，我喜歡了10年。
1,車頭引擎蓋很有力量尾燈漂亮，電動座椅記憶功能方便，老婆和我一個設置一個記憶，後排帶獨立空調前面中控可以鎖止後排空調很方便控制。
1,一定是它的性價比和巨大的空間！
1,乘坐空間大（b級車應該前三），動力1500轉以後感覺源源不斷，電子科技設備比較多，長途能夠讓人比較輕鬆駕駛
1,低調不張揚，同時，品質不輸大眾同級神車，超大後備箱可以當貨車，實用！
1,外形和配置吧這兩點我最滿意很多配置超級實用最喜歡自動大燈、自動駐車、自動雨刮幾項功能，讓開車這件事變的真的很簡單！
1,外觀、配置，氙氣大燈，18寸大腳
1,外觀不錯！最滿意的應該是炫背的屁股吧！
1,外觀大氣，動力充足，油耗適中，空間夠大，貌似不止一點...
1,性價比高，後排座位寬敞，大，蹺二郎腿都可以。後備箱很大，能裝，這是我最喜歡的，1.8t在渦輪介入後提速很快
1,性價比，高高高
1,最滿意的就是動力和空間了。
1,氙氣大燈、18寸大腳、車頭犀利，整車外觀實在是太漂亮，開到外面去，回頭率超高，空間更沒得說，太大了。
1,空間與操控，寬是第一直覺，試駕後dsg感覺升檔銜接還是很順的，無頓挫。畢竟是偏商務的車，方向盤很軟。
1,空間大，後排坐起來很舒服。後備箱的容積比起suv也小不了太多
1,空間那個是相當的大、大、大！好事說三遍……我平時愛好就是水庫垂釣，裝備一大堆，這個後備箱輕鬆裝下……
1,空間，看過的人都會被速派的乘坐及後備箱空間所折服
1,舒適度很好。還有就是動力，隨傳隨到。空調很給力，座椅加熱功能很好，媳婦很喜歡。還有就是電動調節，比媳婦的高爾夫手動調好多了。哈哈！！
1,超大的後備箱及車內空間。
1,一點都不夠說，最滿意的就是大空間、外觀時尚
1,:外形，掀背後備箱
1,較上一款速派至少年輕了10歲，款式很年輕、很運動，深深吸引了我，古堡褐色非常漂亮，大氣顯檔次。18寸的大輪轂使得底盤高了一些，不錯。還有就是大掀背後備箱很實用。最滿意的實在是太多了，呵呵。
1,1、空間大。2、配置相對同級別較高。3後備箱空間真的很大，日常使用絕對沒問題。4、自動大燈對於懶人來說完美，可以自動切換遠近光，根據外部光線可以調節照射角度。
1,空間夠大，動力夠帶勁，做工滿意。
1,心念已久的l6，果然不同凡響。
1,新款維加斯黃太漂亮了，開出去都認為是進口車，哈哈^_^
1,成熟、扎實的品質
1,沒開過太好的車，這個不錯了。畢竟也是奧迪的嘛
1,外觀霸氣，省油
1,cvt很平順很安靜動力線性油耗很經濟
1,買了白金色的，年輕人開靚麗陽光，內部空間大，個人開家庭用都好，保證空間的前提下整車線條又高度和諧
1,減震靜音效果在這價位很不錯，16款舒適無鑰匙進入，前排加熱，真皮座椅這些都有了，個人感覺德系車這個價位這些配置還都有了，還是物有所值的。
1,動力，2.0t的的動力超車什麼的表現很好
1,無鑰匙進入系統和一鍵啓動功能
1,最滿意的一點應該是舒適了，懸掛還是偏軟的
1,最滿意的應該就是外觀了，尾燈實在是太帥了，奧迪燈具廠名不虛傳！
1,空間大，動力夠用，油耗比較低。
1,舒適度很好，豪華品牌有面子，油耗給力。
1,車內空間，已經人性化設置，內飾做工非常好
1,車子的經濟性和它的駕馭感，不得不說還是給了我很多的驚喜
1,外觀外觀再外觀，這是我最滿意的，尤其是這款白金色的，大愛啊！
1,外觀實在太滿意了好看到爆根本把持不住每個角度都很滿意
1,舒適性和整體外觀！經典耐看！街車是街車，但也從側面說明瞭它的設計的成功！
1,無疑是它漂亮的外觀以及銷魂的尾燈，尤其是漂亮的側面後45度，以及怒視的雙眼，b級車中堪稱顏值擔當一點也不為過。加之空間也夠大，這也是我最終拍扳的原因。
1,加裝了倒車影像，還有前後雷達，對於剛拿本本的新手來講太實用了！
1,品牌和安全感
1,品牌和開起來的質感
1,嗯，燈不錯，就衝著這個買的。基本配置還可以吧，能跑起來，還能載人，這樣基本功能都滿足了還是可以的。
1,外觀吧，前臉比較喜歡。後排空間和後備箱空間也滿意
1,外觀吧，屌絲喜歡的就是a4的外觀！日行燈叼暴！雖然說現在a4爛大街了，車型也很多年了，但是外觀確實來說，還是排的上名號的！
1,外觀好看，年輕有活力，年輕人開最適合不過！而且行車燈非常霸氣，小翹臀也很有feel??，出差外地接客戶接領導也倍兒有面兒，
1,外觀時尚大方，油耗比較低，雖說我路況較好現在兩千兩百公里表2顯示8.2，估計我之前雪鐵龍世嘉1.6手動也得接近8升百公里吧。
1,外觀這是毋庸置疑，特別是奧迪的日光燈，是最吸引我的一部分。
1,外觀！！！整車線條非常漂亮，從各個角度看都滿意！大愛日間行車燈，傲視其他任何品牌！
1,外觀，性價比。
1,外觀，油耗，日行燈
1,大改款的a4l馬上上市了，所以16款的價格比較公道。
1,當然是外觀啦，2016款改款的鍍鉻狂魔外加新款的日光燈，犀利而又時尚。
1,懸架的舒適感，配置實用，無鑰匙進入一鍵啓動略顯逼格。
1,換代期間，增配了很多實用配置，價格也很實惠。7月換新款了，年底出的典藏版標準上了很多舒適配置，如一鍵啓動、無鑰匙進入、後視鏡折疊、自動大燈自動雨刮、外觀鍍鉻件都很實用。電子手剎和自動駐車也非常方便。
1,方向盤轉向精准電動折疊後視鏡動力夠用座椅舒適一鍵啓動無鑰匙進入空調制冷比較快操作屏幕顯示流暢
1,最滿意肯定是價格，雖然有人比我買的還便宜但這價格我已經很滿意了。這車就是中庸～面子裡子都有了了。沒有明顯的優勢也沒有硬傷。（燒機油～那不得看命嗎……不是每一輛都燒的）
1,用車2個多月感覺2.0t動力足夠用，運動模式下有推背感。cvt變速箱換檔平順不會有頓挫感。
1,空間大，每次出去後排都是三帶一（三男一女）。。。樣子好看，開起來挺舒適，動力中規中矩。。天天開堵死的市區12個油還比較滿意。。
1,車子很舒適，外觀好看，動力也可以！
1,選擇他最滿意必然是外觀，相信大部分奧迪車主都是一個理由！商務用車的首選吧！性能在同級別也不錯，看怎麼開了
1,奧迪a4給我的感覺是車比較沈穩，不管是過坎還是比較顛簸的路都能過濾的比較穩（雖然不是乾淨利索但也不是那種坐船的感覺）給人的感覺還是比較舒服的。
1,行車質感，也就是通常所說的高級感確實比較強，而且白金色在陽光下確實很漂亮！開起來感覺很輕快，地盤很穩、很整！
1,外觀很拉風，油耗也比較滿意，舒適性不錯，雖然已經好幾年沒有換代，這次全新換代自己沒有等待，但是各方面都性價比非常高。
1,性價比高，經典穩重
1,最滿意應該還是外形，很早就留意這款車，日間行車燈很漂亮，不愧燈場出品。
1,運動模式下、動力非常好，
1,外觀高大上，動力充沛舒適性好
1,奧迪的逼格，2.0t的動力
1,當然是顏值啦，第一眼就被q3的外觀所吸引，就是這麼外協。全景天窗還有電尾門都很拉風，喜歡的不行
1,提速非常快，燃油經濟性很好，車身通過性很好。車身不大，在會車，倒車，進入狹窄的路段尤其是地下車庫進出的時候可以體現出靈活性，誰用誰知道。
1,最滿意的就是動力系統了！2.0t非常給力！內飾做工也不錯！電動後備箱是亮點！非常實用！再者就是奧迪的車燈，不得不說是真心漂亮！晚上燈光效果非常漂亮！
1,油耗稍高，空間一般，動力和操控不錯
1,滿意當然是他的外觀和無框車窗
1,品牌、外觀、內飾、動力、操控等都還好，各方面都比較中意。非要說最滿意的，那還得說品牌。奧迪加一汽，就國內這個市場，基本上算頂級了。（你要買進口純當我沒說）
1,2.0t，1.6噸的suv，在重慶這麼個上下坡多的地方，大夏天開著空調上下班高峰期，油耗控制在9l內，除了q3，還有誰做得到，動力還不疲軟。
1,2016改款外觀升級很合我胃口，風格接近我喜歡的r系列，電尾門、35動力很足、隔音好、高速感覺比q5更貼地。
1,動力給力，2.0的動力超車加速一點都不吃力，外觀大氣，霸氣的車頭漂亮的屁股，必須給個贊，內飾工藝精良，無論是座椅還是方向盤都挺不錯的，操作感特好，方向盤是我試駕的車里最輕鬆的
1,動力，因為1.4t和2.0t價格上只差了9000塊，聽銷售的建議直接上了2.0t的，加上購置稅的多的1萬，2萬塊花的值！
1,各方面表現均衡，性價比高
1,老婆滿意就是最大的滿意
1,空間和後背箱肯定是最滿意的地方了。中控的豐富性和靈敏性完全超乎想象。
1,外觀穩重大氣，官車商務氣息濃厚。家用綽綽有餘，比較適合38歲的年紀。車子行駛起來平穩，空間很給力。用女兒的話說，這車真寬敞。
1,最滿意就是性價比
1,沒有什麼意外之喜，全部搞完25.5萬左右，稅和保險還是自己搞定。
1,空間大，後備箱放東西方便。後排空間大，坐過的人都說舒服。動力足，高速超車很給信心。
1,外形、空間、動力、高科技、等等！高速定速巡航加acc前方有車自動減速！高回頭率！
1,外形，加速，操控，功能全，空間彈性。原來的b6邁騰進化到b8新邁騰，越來越長，越來越笨重，越來越舒適，操控和加速精髓全無，變成了面子車。
1,外觀與動力，外觀修長有力。動力隨叫隨到。城市跟車不費勁有acc，高速巡航＋acc不要太舒服了
1,配置較全，操控便捷，舒適安全，空間夠大。
1,儀錶盤全液晶屏。帥到沒朋友
1,空間大，夠低調
1,外形是比較完美的，其次是配置，電動吸門
1,作為歐版帕薩特的旅行版，空間自然是最大的亮點，除了軸距比國產邁騰短一點（無傷大雅），後備箱空間完暴邁騰；2.0t的動力350牛米，220馬力，動力槓槓的，內飾做工細膩，新車毫無異味。
1,底盤高度還行，車內空間夠大，性價比挺好的一款車
1,acc開高速不要太爽。告訴油耗可以，
1,動力特別棒，雖然以前開五系感覺不錯，但是同樣2.0t機器，這個變速箱控制好點，感覺動力源源不斷，開高速很舒服，提速沒有遲滯性，這個價位的車都開過，這個新款蔚藍確實超出我預料。
1,動力足，起步穩，全景天窗心情好。
1,外觀，內飾，空間，配置，加速，科技，人性化設計都很滿意
1,空間，外形，操控也是很不錯的，特別是全液晶儀表，實在是太贊了
1,加速吧，新款ea888發動機，動力強油耗低，特別適合，轉向靈敏
1,動力充沛，空間佈置合理，靈活控制，能滿足家庭用車需求。
1,動力和操控，以及一直以來開大眾車不用花時間換腦筋就能上手的體驗。
1,提速快，空間設計合理，全系標配電動門，大天窗，自動啓停，autohlod！最後這個配置國產邁騰高配才有。
1,空間空間空間，重要的事情說三遍
1,都很滿意，到現在沒有發現不滿意的地方，空間很大，動力十足，全景天窗很好看的，可以躺在車里看藍天白雲，也可以看星星月亮
1,：空間和操控；
1,視野好，空間靈活，科技感超強，該有的都有了，車寶馬沒有的也有了，如acc、車聯網等等！還有靜音效果應該是mvp中最好了，非常強大可靠！
1,起步快，空間大
1,都滿意！！！！
1,限量暖心紅，大氣穩重耐看；空間適合二寶家庭的出行需要，安全配置高
1,232的座椅佈局
1,動力很好，提速，換擋都很好，而且後備箱還很大，裝東西特方便
1,動力很猛，30萬以下的車欺負不了咱，空間大，全景天窗很給力……，轉向很輕便，狗牌每個座椅都有安全isofix座椅接口，尾燈跟炫，車聯網很方便，逼格很高
1,後備箱夠大，能裝很多，7座也很實用
1,很喜歡這款顏色
1,德國品質，用料扎實，具有強烈安全感
1,整車工藝精良、空間寬敞、動力強勁、外觀耐看、性價比高，二孩奶爸必須的！！！
1,空間廣闊，動力充沛，操控靈敏，安全配置完勝同價位轎車、suv和mpv。
1,空間較大，特別是第三排位置相對其他七座的suv來說最為滿意，對於175左右的成年人完全沒有壓力。
1,限量版的藍色很贊
1,剛提回來，各種滿意。
1,動力、空間。
1,動力很滿意，380動力說來就來
1,發動機，動力源源不斷，隨叫隨到
1,大空間，可變座椅，2.0動力充沛，操控靈敏。
1,空間、內飾等等除了價格其他都非常好
1,空間大，家裡人多都能坐的下
1,空間巨大和底盤沈穩
1,空間很大，動力強勁。
1,視線好，全景天窗，價格實惠，pp零利率的分期很棒，感覺負擔不重，首付17萬就全下來了
1,超大空間
1,車內空間靈活多變，多種坐立和放倒的組合，座椅折疊開啓都非常方便，尤其是進入第三排時候，第二排座椅向前折起簡單快速，能體現出德國人研究機械如何更好服務用戶的理念，即便女主人也能輕鬆完成所有座椅操作。
1,車子大，中庸造型，耐看，且適合家用，是全家出門的利器
1,這款車，讓我滿意的一點就是它的空間很大，當然一款mpv的基本就是要空間夠大，操控是完全ok的，很靈敏，車子的動力也是很不錯的，足夠用了。
1,：進口車，沒有什麼氣味；或者說氣溫不是很嗆人。中規中矩的套娃車，低調。
1,外觀大氣，空間大，皮實，他車輪底下就是路
1,大，坐著的感覺，減震挺好，不軟不硬。
1,操縱感覺良好，崎嶇山路控制性極佳，沙漠里差速鎖表現良好，個別情況下超過猛禽。
1,視野好，耐操
1,開這車很有安全感，等紅綠燈居高臨下的感覺，看小車車頂，地板油風扇聲音好聽，隔音做的很好
1,酷路澤這種車可靠耐用！
1,什麼都滿意，尤其是大氣、空間大。
1,不愧是燈廠
1,內飾和電子系列，很先進。
1,同等價位中性價比高
1,外形霸氣，內飾科技感很強。
1,外觀很靚，回頭率很高，保養免費送三年6萬公里很實惠，優惠力度也很大，動力只能說是夠用，內飾高大上，比一般同檔次的品牌要好出很多，led大燈很亮。
1,必須是科技感了，儀錶盤全液晶，各種切換各種炫酷，暫時真的是沒sei了。
1,油耗低，我曾經拉著兩個人在郊區跑出過7.8個油。
1,科技感十足，舒適度豪華感不差
1,科技感強、全數字駕駛艙很贊、車身車內燈光很贊！
1,車內科技感十足！手機連接車內無線！使用藍牙連接媒體！聽歌是哪嗎隨心所欲！
1,車的內飾和操控性很棒，空間也挺大
1,還是科技感吧！帥爆了，油耗也很低，駕駛體驗很不錯！高端大氣上檔次^_^
1,動力確實是最滿意的地方
1,動力足啊！馬力絕對夠用！只是目前磨合期內，不敢地板油，最近半地板油了一次，我操！好棒！！！
1,車燈是征服我的重要一點，不愧是燈廠出品，日行燈大氣，動態尾燈動感十足
1,高功率發動機真的非常好，加速快，油耗令人滿意，高速8l/100km，市區11l/100km；整車外形精緻，led流水燈讓人心情舒暢；無鑰匙進入和一鍵啓動十分便捷。
1,上街回頭率不說百分百也要百分之八九十
